N,itm,Date,u,v
1,1,2025-10-04 18:30:00,-0.04,0.17
2,2,2025-10-04 19:30:00,-0.05,0.16
3,3,2025-10-04 20:30:00,-0.06,0.15
4,4,2025-10-04 21:30:00,-0.06,0.14
5,5,2025-10-04 22:30:00,-0.06,0.14
6,6,2025-10-04 23:30:00,-0.06,0.15
7,7,2025-10-05 00:30:00,-0.04,0.16
8,8,2025-10-05 01:30:00,-0.03,0.16
9,9,2025-10-05 02:30:00,-0.02,0.17
10,10,2025-10-05 03:30:00,-0.03,0.16
11,11,2025-10-05 04:30:00,-0.04,0.15
12,12,2025-10-05 05:30:00,-0.06,0.14
13,13,2025-10-05 06:30:00,-0.06,0.13
14,14,2025-10-05 07:30:00,-0.07,0.11
15,15,2025-10-05 08:30:00,-0.07,0.1
16,16,2025-10-05 09:30:00,-0.07,0.09
17,17,2025-10-05 10:30:00,-0.07,0.08
18,18,2025-10-05 11:30:00,-0.06,0.08
19,19,2025-10-05 12:30:00,-0.06,0.08
20,20,2025-10-05 13:30:00,-0.05,0.08
21,21,2025-10-05 14:30:00,-0.04,0.08
22,22,2025-10-05 15:30:00,-0.03,0.08
23,23,2025-10-05 16:30:00,-0.02,0.08
24,24,2025-10-05 17:30:00,-0.02,0.07
25,25,2025-10-05 18:30:00,-0.01,0.08
26,26,2025-10-05 19:30:00,-0.02,0.08
27,27,2025-10-05 20:30:00,-0.0,0.07
28,28,2025-10-05 21:30:00,-0.01,0.07
29,29,2025-10-05 22:30:00,-0.0,0.06
30,30,2025-10-05 23:30:00,0.01,0.04
31,31,2025-10-06 00:30:00,0.01,0.05
32,32,2025-10-06 01:30:00,0.01,0.05
33,33,2025-10-06 02:30:00,-0.01,0.05
34,34,2025-10-06 03:30:00,-0.04,0.05
35,35,2025-10-06 04:30:00,-0.07,0.05
36,36,2025-10-06 05:30:00,-0.1,0.05
37,37,2025-10-06 06:30:00,-0.1,0.06
38,38,2025-10-06 07:30:00,-0.08,0.06
39,39,2025-10-06 08:30:00,-0.05,0.06
40,40,2025-10-06 09:30:00,-0.01,0.05
41,41,2025-10-06 10:30:00,0.03,0.05
42,42,2025-10-06 11:30:00,0.05,0.04
43,43,2025-10-06 12:30:00,0.06,0.03
44,44,2025-10-06 13:30:00,0.05,0.03
45,45,2025-10-06 14:30:00,0.02,0.04
46,46,2025-10-06 15:30:00,-0.01,0.05
47,47,2025-10-06 16:30:00,-0.04,0.06
48,48,2025-10-06 17:30:00,-0.05,0.08
49,49,2025-10-06 18:30:00,-0.05,0.09
50,50,2025-10-06 19:30:00,-0.05,0.1
51,51,2025-10-06 20:30:00,-0.04,0.09
52,52,2025-10-06 21:30:00,-0.03,0.08
53,53,2025-10-06 22:30:00,-0.01,0.06
54,54,2025-10-06 23:30:00,-0.01,0.05
55,55,2025-10-07 00:30:00,0.0,0.04
56,56,2025-10-07 01:30:00,0.0,0.04
57,57,2025-10-07 02:30:00,0.01,0.04
58,58,2025-10-07 03:30:00,0.0,0.05
59,59,2025-10-07 04:30:00,-0.01,0.07
60,60,2025-10-07 05:30:00,-0.02,0.09
61,61,2025-10-07 06:30:00,-0.02,0.11
62,62,2025-10-07 07:30:00,-0.03,0.13
63,63,2025-10-07 08:30:00,-0.04,0.13
64,64,2025-10-07 09:30:00,-0.04,0.13
65,65,2025-10-07 10:30:00,-0.03,0.12
66,66,2025-10-07 11:30:00,-0.03,0.11
67,67,2025-10-07 12:30:00,-0.02,0.1
68,68,2025-10-07 13:30:00,-0.02,0.09
69,69,2025-10-07 14:30:00,-0.02,0.09
70,70,2025-10-07 15:30:00,-0.02,0.09
71,71,2025-10-07 16:30:00,-0.02,0.09
72,72,2025-10-07 17:30:00,-0.03,0.1
73,73,2025-10-07 18:30:00,-0.02,0.1
74,74,2025-10-07 19:30:00,-0.02,0.1
75,75,2025-10-07 20:30:00,-0.02,0.1
76,76,2025-10-07 21:30:00,-0.02,0.1
77,77,2025-10-07 22:30:00,-0.03,0.1
78,78,2025-10-07 23:30:00,-0.03,0.1
79,79,2025-10-08 00:30:00,-0.03,0.1
80,80,2025-10-08 01:30:00,-0.02,0.1
81,81,2025-10-08 02:30:00,-0.01,0.1
82,82,2025-10-08 03:30:00,-0.01,0.1
83,83,2025-10-08 04:30:00,-0.01,0.11
84,84,2025-10-08 05:30:00,-0.03,0.12
85,85,2025-10-08 06:30:00,-0.04,0.12
86,86,2025-10-08 07:30:00,-0.05,0.13
87,87,2025-10-08 08:30:00,-0.05,0.14
88,88,2025-10-08 09:30:00,-0.05,0.14
89,89,2025-10-08 10:30:00,-0.05,0.13
90,90,2025-10-08 11:30:00,-0.04,0.11
91,91,2025-10-08 12:30:00,-0.04,0.09
92,92,2025-10-08 13:30:00,-0.04,0.08
93,93,2025-10-08 14:30:00,-0.04,0.06
94,94,2025-10-08 15:30:00,-0.04,0.06
95,95,2025-10-08 16:30:00,-0.03,0.05
96,96,2025-10-08 17:30:00,-0.03,0.05
97,97,2025-10-08 18:30:00,-0.03,0.06
98,98,2025-10-08 19:30:00,-0.04,0.06
99,99,2025-10-08 20:30:00,-0.04,0.06
100,100,2025-10-08 21:30:00,-0.05,0.06
101,101,2025-10-08 22:30:00,-0.05,0.06
